                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3564,                  0.125,                      1,                 1.4034,               7.14e-06,               7.14e-06,               7.14e-06
                      2,                 1.3862,                  0.125,                      1,                 1.4018,              2.036e-05,              2.036e-05,              2.036e-05
                      3,                 1.3761,                  0.125,                      1,                 1.3976,             3.2166e-05,             3.2166e-05,             3.2166e-05
                      4,                 1.4129,                   0.25,                      1,                 1.3927,             4.2558e-05,             4.2558e-05,             4.2558e-05
                      5,                  1.308,                   0.25,                      1,                 1.3865,             5.1537e-05,             5.1537e-05,             5.1537e-05
                      6,                 1.3099,                   0.25,                      1,                  1.379,             5.9101e-05,             5.9101e-05,             5.9101e-05
                      7,                 1.3542,                   0.25,                      1,                  1.371,             6.5252e-05,             6.5252e-05,             6.5252e-05
                      8,                 1.3039,                   0.25,                      1,                 1.3614,              6.999e-05,              6.999e-05,              6.999e-05
                      9,                 1.2956,                   0.25,                      1,                 1.3564,             7.3314e-05,             7.3314e-05,             7.3314e-05
                     10,                 1.2664,                  0.375,                      1,                 1.3522,             7.5223e-05,             7.5223e-05,             7.5223e-05
                     11,                 1.2007,                  0.375,                      1,                 1.3476,              7.572e-05,              7.572e-05,              7.572e-05
                     12,                 1.2818,                    0.5,                      1,                 1.3441,             7.4802e-05,             7.4802e-05,             7.4802e-05
                     13,                  1.182,                    0.5,                      1,                 1.3409,             7.2471e-05,             7.2471e-05,             7.2471e-05
                     14,                 1.1542,                  0.625,                      1,                 1.3384,             6.8726e-05,             6.8726e-05,             6.8726e-05
                     15,                 1.1671,                  0.625,                      1,                 1.3353,             6.3567e-05,             6.3567e-05,             6.3567e-05
                     16,                 1.1584,                  0.625,                      1,                 1.3336,             5.6995e-05,             5.6995e-05,             5.6995e-05
                     17,                 1.1409,                   0.75,                      1,                  1.331,             4.9009e-05,             4.9009e-05,             4.9009e-05
                     18,                  1.161,                  0.875,                      1,                 1.3278,             3.9609e-05,             3.9609e-05,             3.9609e-05
                     19,                 1.1594,                   0.75,                      1,                 1.3256,             2.8796e-05,             2.8796e-05,             2.8796e-05
                     20,                 1.1137,                   0.75,                      1,                 1.3254,             1.6568e-05,             1.6568e-05,             1.6568e-05
